"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
996.77,"COMP NEC D/T JOINT PROST","996.77","99677"
996.78,"CMP NEC D/T ORTH DEV NEC","996.78","99678"
996.79,"COMPL NEC D/T DEVICE NEC","996.79","99679"
996.80,"COMP ORGAN TRANSPLNT NOS","996.80","99680"
996.81,"COMPL KIDNEY TRANSPLANT","996.81","99681"
996.82,"COMPL LIVER TRANSPLANT","996.82","99682"
996.83,"COMPL HEART TRANSPLANT","996.83","99683"
996.84,"COMPL LUNG TRANSPLANT","996.84","99684"
996.85,"COMPL MARROW TRANSPLANT","996.85","99685"
996.86,"COMPL PANCREAS TRANSPLNT","996.86","99686"
996.89,"COMP OTH ORGAN TRANSPLNT","996.89","99689"
996.90,"COMP REATTACH EXTREM NOS","996.90","99690"
996.91,"COMPL REATTACHED FOREARM","996.91","99691"
996.92,"COMPL REATTACHED HAND","996.92","99692"
996.93,"COMPL REATTACHED FINGER","996.93","99693"
996.94,"COMPL REATTACHED ARM NEC","996.94","99694"
996.95,"COMPL REATTACHED FOOT","996.95","99695"
996.96,"COMPL REATTACHED LEG NEC","996.96","99696"
996.99,"COMPL REATTACH PART NEC","996.99","99699"
997.00,"SURG COMPLICATION-CNS","997.0","9970"
997.10,"SURG COMPL-HEART","997.1","9971"
997.20,"SURG COMP-PERI VASC SYST","997.2","9972"
997.30,"SURG COMPLIC-RESPIR SYST","997.3","9973"
997.40,"SURG COMPLIC-GI TRACT","997.4","9974"
997.50,"SURG COMPL-URINARY TRACT","997.5","9975"
997.60,"LATE AMPUTAT COMPLIC NOS","997.60","99760"
997.61,"NEUROMA AMPUTATION STUMP","997.61","99761"
997.62,"INFECTION AMPUTAT STUMP","997.62","99762"
997.69,"LATE AMPUTAT COMPLIC NEC","997.69","99769"
997.90,"SURG COMPL-BODY SYST NEC","997.9","9979"
998.00,"POSTOPERATIVE SHOCK","998.0","9980"
998.10,"HEMORR COMPLIC PROCEDURE","998.1","9981"
998.20,"ACCIDENTAL OP LACERATION","998.2","9982"
998.30,"POSTOP WOUND DISRUPTION","998.3","9983"
998.40,"FB LEFT DURING PROCEDURE","998.4","9984"
998.50,"POSTOPERATIVE INFECTION","998.5","9985"
998.60,"PERSIST POSTOP FISTULA","998.6","9986"
998.70,"POSTOP FORGN SUBST REACT","998.7","9987"
998.80,"SURGICAL COMPLICAT NEC","998.8","9988"
998.90,"SURGICAL COMPLICAT NOS","998.9","9989"
999.00,"GENERALIZED VACCINIA","999.0","9990"
999.10,"AIR EMBOL COMP MED CARE","999.1","9991"
999.20,"VASC COMP MED CARE NEC","999.2","9992"
999.30,"INFEC COMPL MED CARE NEC","999.3","9993"
999.40,"ANAPHYLACTIC SHOCK-SERUM","999.4","9994"
999.50,"SERUM REACTION NEC","999.5","9995"
999.60,"ABO INCOMPATIBILITY REAC","999.6","9996"
999.70,"RH INCOMPATIBILITY REACT","999.7","9997"
999.80,"TRANSFUSION REACTION NEC","999.8","9998"
999.90,"COMPLIC MED CARE NEC/NOS","999.9","9999"
1001.00,"CHOLERA CONTACT","V01.0","V010"
1001.10,"TUBERCULOSIS CONTACT","V01.1","V011"
1001.20,"POLIOMYELITIS CONTACT","V01.2","V012"
1001.30,"SMALLPOX CONTACT","V01.3","V013"
1001.40,"RUBELLA CONTACT","V01.4","V014"
1001.50,"RABIES CONTACT","V01.5","V015"
1001.60,"VENEREAL DIS CONTACT","V01.6","V016"
1001.70,"VIRAL DIS CONTACT NEC","V01.7","V017"
1001.80,"COMMUNIC DIS CONTACT NEC","V01.8","V018"
1001.90,"COMMUNIC DIS CONTACT NOS","V01.9","V019"
1002.00,"CHOLERA CARRIER","V02.0","V020"
1002.10,"TYPHOID CARRIER","V02.1","V021"
1002.20,"AMEBIASIS CARRIER","V02.2","V022"
1002.30,"GI PATHOGEN CARRIER NEC","V02.3","V023"
1002.40,"DIPHTHERIA CARRIER","V02.4","V024"
1002.50,"BACTERIA DIS CARRIER NEC","V02.5","V025"
1002.60,"VIRAL HEPATITIS CARRIER","V02.6","V026"
1002.70,"GONORRHEA CARRIER","V02.7","V027"
1002.80,"VENEREAL DIS CARRIER NEC","V02.8","V028"
1002.90,"CARRIER NEC","V02.9","V029"
1003.00,"VACCIN FOR CHOLERA","V03.0","V030"
1003.10,"VACC-TYPHOID-PARATYPHOID","V03.1","V031"
1003.20,"VACCIN FOR TUBERCULOSIS","V03.2","V032"
1003.30,"VACCIN FOR PLAGUE","V03.3","V033"
1003.40,"VACCIN FOR TULAREMIA","V03.4","V034"
1003.50,"VACCIN FOR DIPHTHERIA","V03.5","V035"
1003.60,"VACCIN FOR PERTUSSIS","V03.6","V036"
1003.70,"TETANUS TOXOID INOCULAT","V03.7","V037"
1003.80,"VACCIN FOR BACT DIS NEC","V03.8","V038"
1003.90,"VACCIN FOR BACT DIS NOS","V03.9","V039"
1004.00,"VACCIN FOR POLIOMYELITIS","V04.0","V040"
1004.10,"VACCIN FOR SMALLPOX","V04.1","V041"
1004.20,"VACCIN FOR MEASLES","V04.2","V042"
1004.30,"VACCIN FOR RUBELLA","V04.3","V043"
1004.40,"VACCIN FOR YELLOW FEVER","V04.4","V044"
1004.50,"VACCIN FOR RABIES","V04.5","V045"
1004.60,"VACCIN FOR MUMPS","V04.6","V046"
1004.70,"VACCIN FOR COMMON COLD","V04.7","V047"
1004.80,"VACCIN FOR INFLUENZA","V04.8","V048"
1005.00,"ARBOVIRUS ENCEPH VACCIN","V05.0","V050"
1005.10,"VACC ARBOVIRAL DIS NEC","V05.1","V051"
1005.20,"VACCIN FOR LEISHMANIASIS","V05.2","V052"
1005.30,"VACC FOR VIRAL HEPATITIS","V05.3","V053"
1005.40,"VACCIN FOR VARICELLA","V05.4","V054"
1005.80,"VACCIN FOR DISEASE NEC","V05.8","V058"
1005.90,"VACCIN FOR SINGL DIS NOS","V05.9","V059"
1006.00,"VACCIN FOR CHOLERA + TAB","V06.0","V060"
1006.10,"VACCIN FOR DTP","V06.1","V061"
1006.20,"VACCIN FOR DTP + TAB","V06.2","V062"
1006.30,"VACCIN FOR DTP + POLIO","V06.3","V063"
1006.40,"VAC-MEASLE-MUMPS-RUBELLA","V06.4","V064"
1006.80,"VAC-DIS COMBINATIONS NEC","V06.8","V068"
1006.90,"VAC-DIS COMBINATIONS NOS","V06.9","V069"
1007.00,"PROPHYLACTIC ISOLATION","V07.0","V070"
1007.10,"DESENSITIZA TO ALLERGENS","V07.1","V071"
1007.20,"PROPHYLACT IMMUNOTHERAPY","V07.2","V072"
1007.30,"PROPHYL CHEMOTHERAPY NEC","V07.3","V073"
1007.40,"POSTMENOPAUSL HORMONE RX","V07.4","V074"
1007.80,"PROPHYLACTIC MEASURE NEC","V07.8","V078"
1007.90,"PROPHYLACTIC MEASURE NOS","V07.9","V079"
1009.00,"PENICILLIN RESIST ORG","V09.0","V090"
1009.10,"B-LACTAM AB RESIST ORG","V09.1","V091"
1009.20,"MACROLIDE RESIST MICRORG","V09.2","V092"
1009.30,"TETRACYCLINE RESIST ORG","V09.3","V093"
1009.40,"AMINOGLYCOSIDE RESIS ORG","V09.4","V094"
1009.50,"QUINOLN RES ORG W/O MULT","V09.50","V0950"
1009.51,"QUINOLONE RES ORG MULT","V09.51","V0951"
1009.60,"SULFONAMIDE RESIST ORG","V09.6","V096"
1009.70,"ANTIMYC RES ORG W/O MULT","V09.70","V0970"
1009.71,"ANTIMYCOB RES ORG MULT","V09.71","V0971"
1009.80,"DRUG RES ORG NEC W/O MUL","V09.80","V0980"
1009.81,"DRUG RESIST ORG NEC MULT","V09.81","V0981"
1009.90,"DRUG RES ORG NOS W/O MUL","V09.90","V0990"
1009.91,"DRUG RESIST ORG NOS MULT","V09.91","V0991"
1010.00,"HX OF GI MALIGNANCY NOS","V10.00","V1000"
1010.01,"HX OF TONGUE MALIGNANCY","V10.01","V1001"
1010.02,"HX-ORAL/PHARYNX MALG NEC","V10.02","V1002"
1010.03,"HX-ESOPHAGEAL MALIGNANCY","V10.03","V1003"
1010.04,"HX OF GASTRIC MALIGNANCY","V10.04","V1004"
1010.05,"HX OF COLONIC MALIGNANCY","V10.05","V1005"
1010.06,"HX-RECTAL & ANAL MALIGN","V10.06","V1006"
1010.07,"HX OF LIVER MALIGNANCY","V10.07","V1007"
1010.09,"HX OF GI MALIGNANCY NEC","V10.09","V1009"
1010.11,"HX-BRONCHOGENIC MALIGNAN","V10.11","V1011"
1010.12,"HX-TRACHEAL MALIGNANCY","V10.12","V1012"
1010.20,"HX-RESP ORG MALIGNAN NOS","V10.20","V1020"
1010.21,"HX-LARYNGEAL MALIGNANCY","V10.21","V1021"
1010.22,"HX-NOSE/EAR/SINUS MALIG","V10.22","V1022"
1010.29,"HX-INTRATHORACIC MAL NEC","V10.29","V1029"
1010.30,"HX OF BREAST MALIGNANCY","V10.3","V103"
1010.40,"HX-FEMALE GENIT MALG NOS","V10.40","V1040"
1010.41,"HX-CERVICAL MALIGNANCY","V10.41","V1041"
1010.42,"HX-UTERUS MALIGNANCY NEC","V10.42","V1042"
1010.43,"HX OF OVARIAN MALIGNANCY","V10.43","V1043"
1010.44,"HX-FEMALE GENIT MALG NEC","V10.44","V1044"
1010.45,"HX-MALE GENIT MALIG NOS","V10.45","V1045"
1010.46,"HX-PROSTATIC MALIGNANCY","V10.46","V1046"
1010.47,"HX-TESTICULAR MALIGNANCY","V10.47","V1047"
1010.49,"HX-MALE GENIT MALIG NEC","V10.49","V1049"
1010.50,"HX-URINARY MALIGNAN NOS","V10.50","V1050"
1010.51,"HX OF BLADDER MALIGNANCY","V10.51","V1051"
1010.52,"HX OF KIDNEY MALIGNANCY","V10.52","V1052"
1010.59,"HX-URINARY MALIGNAN NEC","V10.59","V1059"
1010.60,"HX OF LEUKEMIA NOS","V10.60","V1060"
1010.61,"HX OF LYMPHOID LEUKEMIA","V10.61","V1061"
1010.62,"HX OF MYELOID LEUKEMIA","V10.62","V1062"
1010.63,"HX OF MONOCYTIC LEUKEMIA","V10.63","V1063"
1010.69,"HX OF LEUKEMIA NEC","V10.69","V1069"
1010.71,"HX-LYMPHOSARCOMA","V10.71","V1071"
1010.72,"HX-HODGKIN'S DISEASE","V10.72","V1072"
1010.79,"HX-LYMPHATIC MALIGN NEC","V10.79","V1079"
1010.81,"HX OF BONE MALIGNANCY","V10.81","V1081"
1010.82,"HX-MALIG SKIN MELANOMA","V10.82","V1082"
1010.83,"HX-SKIN MALIGNANCY NEC","V10.83","V1083"
1010.84,"HX OF EYE MALIGNANCY","V10.84","V1084"
1010.85,"HX OF BRAIN MALIGNANCY","V10.85","V1085"
1010.86,"HX-MALIGN NERVE SYST NEC","V10.86","V1086"
1010.87,"HX OF THYROID MALIGNANCY","V10.87","V1087"
1010.88,"HX-ENDOCRINE MALIGN NEC","V10.88","V1088"
1010.89,"HX OF MALIGNANCY NEC","V10.89","V1089"
1010.90,"HX OF MALIGNANCY NOS","V10.9","V109"
1011.00,"HX OF SCHIZOPHRENIA","V11.0","V110"
1011.10,"HX OF AFFECTIVE DISORDER","V11.1","V111"
1011.20,"HX OF NEUROSIS","V11.2","V112"
1011.30,"HX OF ALCOHOLISM","V11.3","V113"
1011.80,"HX-MENTAL DISORDER NEC","V11.8","V118"
1011.90,"HX-MENTAL DISORDER NOS","V11.9","V119"
1012.00,"HX-INFECT/PARASITIC DIS","V12.0","V120"
1012.10,"HX-NUTRITION DEFICIENCY","V12.1","V121"
1012.20,"HX-ENDOCR/META/IMMUN DIS","V12.2","V122"
1012.30,"HX-BLOOD DISEASES","V12.3","V123"
1012.40,"HX-NERV SYS/SENS ORG DIS","V12.4","V124"
1012.50,"HX-CIRCULATORY SYS DIS","V12.5","V125"
1012.60,"HX-RESPIRATORY SYS DIS","V12.6","V126"
1012.70,"HX OF GI DISEASE","V12.7","V127"
1013.00,"HX-URINARY SYSTEM DISORD","V13.0","V130"
1013.10,"HX-TROPHOBLASTIC DISEASE","V13.1","V131"
1013.20,"HX-GENITAL/OBSTETRIC DIS","V13.2","V132"
1013.30,"HX-SKIN/SUBCUTAN TIS DIS","V13.3","V133"
1013.40,"HX OF ARTHRITIS","V13.4","V134"
1013.50,"HX-MUSCULOSKELET DIS NEC","V13.5","V135"
1013.60,"HX-CONGENITAL MALFORM","V13.6","V136"
1013.70,"HX-PERINATAL PROBLEMS","V13.7","V137"
1013.80,"HX OF DISEASES NEC","V13.8","V138"
1013.90,"HX OF DISEASE NOS","V13.9","V139"
1014.00,"HX-PENICILLIN ALLERGY","V14.0","V140"
1014.10,"HX-ANTIBIOT ALLERGY NEC","V14.1","V141"
1014.20,"HX-SULFONAMIDES ALLERGY","V14.2","V142"
1014.30,"HX-ANTI-INFECT ALLERGY","V14.3","V143"
1014.40,"HX-ANESTHETIC ALLERGY","V14.4","V144"
1014.50,"HX-NARCOTIC ALLERGY","V14.5","V145"
1014.60,"HX-ANALGESIC ALLERGY","V14.6","V146"
1014.70,"HX-VACCINE ALLERGY","V14.7","V147"
1014.80,"HX-DRUG ALLERGY NEC","V14.8","V148"
1014.90,"HX-DRUG ALLERGY NOS","V14.9","V149"
1015.00,"HX OF ALLERGY NEC","V15.0","V150"
1015.10,"HX-MAJOR CARDIOVASC SURG","V15.1","V151"
1015.20,"HX-MAJOR ORGAN SURG NEC","V15.2","V152"
1015.30,"HX OF IRRADIATION","V15.3","V153"
1015.40,"HX-PSYCHOLOGICAL TRAUMA","V15.4","V154"
1015.50,"HX OF INJURY","V15.5","V155"
1015.60,"HX OF POISONING","V15.6","V156"
1015.70,"HX OF CONTRACEPTION","V15.7","V157"
1015.81,"HX OF PAST NONCOMPLIANCE","V15.81","V1581"
1015.89,"HX-HEALTH HAZARDS NEC","V15.89","V1589"
1015.90,"HX-HEALTH HAZARD NOS","V15.9","V159"
1016.00,"FAMILY HX-GI MALIGNANCY","V16.0","V160"
1016.10,"FM HX-TRACH/BRONCHOG MAL","V16.1","V161"
1016.20,"FAM HX-INTRATHORACIC MAL","V16.2","V162"
1016.30,"FAMILY HX-BREAST MALIG","V16.3","V163"
1016.40,"FAMILY HX-GENITAL MALIG","V16.4","V164"
1016.50,"FAMILY HX-URINARY MALIG","V16.5","V165"
1016.60,"FAMILY HX-LEUKEMIA","V16.6","V166"
1016.70,"FAM HX-LYMPH NEOPLAS NEC","V16.7","V167"
1016.80,"FAMILY HX-MALIGNANCY NEC","V16.8","V168"
1016.90,"FAMILY HX-MALIGNANCY NOS","V16.9","V169"
1017.00,"FAM HX-PSYCHIATRIC COND","V17.0","V170"
1017.10,"FAMILY HX-STROKE","V17.1","V171"
1017.20,"FAM HX-NEUROLOG DIS NEC","V17.2","V172"
1017.30,"FAM HX-ISCHEM HEART DIS","V17.3","V173"
1017.40,"FAM HX-CARDIOVAS DIS NEC","V17.4","V174"
1017.50,"FAMILY HX-ASTHMA","V17.5","V175"
1017.60,"FAM HX-CHR RESP COND NEC","V17.6","V176"
1017.70,"FAMILY HX-ARTHRITIS","V17.7","V177"
1017.80,"FAM HX-MUSCLOSKL DIS NEC","V17.8","V178"
1018.00,"FAM HX-DIABETES MELLITUS","V18.0","V180"
1018.10,"FM HX-ENDO/METAB DIS NEC","V18.1","V181"
1018.20,"FAMILY HX-ANEMIA","V18.2","V182"
1018.30,"FAM HX-BLOOD DISORD NEC","V18.3","V183"
1018.40,"FAM HX-MENTAL RETARDAT","V18.4","V184"
1018.50,"FAMILY HX-GI DISORDERS","V18.5","V185"
1018.60,"FAMILY HX-KIDNEY DISEASE","V18.6","V186"
1018.70,"FAMILY HX-GU DISEASE NEC","V18.7","V187"
1018.80,"FM HX-INFECT/PARASIT DIS","V18.8","V188"
1019.00,"FAMILY HX-BLINDNESS","V19.0","V190"
1019.10,"FAMILY HX-EYE DISORD NEC","V19.1","V191"
1019.20,"FAMILY HX-DEAFNESS","V19.2","V192"
1019.30,"FAMILY HX-EAR DISORD NEC","V19.3","V193"
1019.40,"FAMILY HX-SKIN CONDITION","V19.4","V194"
1019.50,"FAM HX-CONGEN ANOMALIES","V19.5","V195"
1019.60,"FAMILY HX-ALLERGIC DIS","V19.6","V196"
1019.70,"CONSANGUINITY","V19.7","V197"
1019.80,"FAMILY HX-CONDITION NEC","V19.8","V198"
1020.00,"FOUNDLING HEALTH CARE","V20.0","V200"
1020.10,"CARE OF HEALTHY CHLD NEC","V20.1","V201"
1020.20,"ROUTIN CHILD HEALTH EXAM","V20.2","V202"
1021.00,"RAPID CHILDHOOD GROWTH","V21.0","V210"
1021.10,"PUBERTY","V21.1","V211"
1021.20,"ADOLESCENCE GROWTH NEC","V21.2","V212"
1021.80,"CONSTIT STATE IN DEV NEC","V21.8","V218"
1021.90,"CONSTIT STATE IN DEV NOS","V21.9","V219"
1022.00,"SUPERVIS NORMAL 1ST PREG","V22.0","V220"
1022.10,"SUPERVIS OTH NORMAL PREG","V22.1","V221"
1022.20,"PREG STATE, INCIDENTAL","V22.2","V222"
1023.00,"PREG W HX OF INFERTILITY","V23.0","V230"
1023.10,"PREG W HX-TROPHOBLAS DIS","V23.1","V231"
1023.20,"PREG W HX OF ABORTION","V23.2","V232"
1023.30,"GRAND MULTIPARITY","V23.3","V233"
1023.40,"PREG W POOR OBSTETRIC HX","V23.4","V234"
1023.50,"PREG W POOR REPRODUCT HX","V23.5","V235"
1023.70,"PRG W INSUFF PRENAT CARE","V23.7","V237"
1023.80,"SUPRV HIGH-RISK PREG NEC","V23.8","V238"
1023.90,"SUPRV HIGH-RISK PREG NOS","V23.9","V239"
1024.00,"POSTPART CARE AFTER DEL","V24.0","V240"
1024.10,"POSTPART CARE-LACTATION","V24.1","V241"
1024.20,"ROUT POSTPART FOLLOW-UP","V24.2","V242"
1025.01,"PRESCRIP-ORAL CONTRACEPT","V25.01","V2501"
1025.02,"INITIATE CONTRACEPT NEC","V25.02","V2502"
1025.09,"CONTRACEPTIVE MANGMT NEC","V25.09","V2509"
1025.10,"INSERTION OF IUD","V25.1","V251"
1025.20,"STERILIZATION","V25.2","V252"
1025.30,"MENSTRUAL EXTRACTION","V25.3","V253"
1025.40,"CONTRACEPT SURVEILL NOS","V25.40","V2540"
1025.41,"CONTRACEPT PILL SURVEILL","V25.41","V2541"
1025.42,"IUD SURVEILLANCE","V25.42","V2542"
1025.43,"SUBDERM CNTRCPTV SURVEIL","V25.43","V2543"
1025.49,"CONTRACEPT SURVEILL NEC","V25.49","V2549"
1025.50,"IMPLANT SUBDERM CNTRCPTV","V25.5","V255"
1025.80,"CONTRACEPTIVE MANGMT NEC","V25.8","V258"
1025.90,"CONTRACEPTIVE MANGMT NOS","V25.9","V259"
1026.00,"TUBOPLASTY OR VASOPLASTY","V26.0","V260"
1026.10,"ARTIFICIAL INSEMINATION","V26.1","V261"
1026.20,"PROCREATIVE MGMT-INVEST","V26.2","V262"
1026.30,"GENETIC COUNSELING","V26.3","V263"
1026.40,"PROCREATIVE MGMT-COUNSEL","V26.4","V264"
1026.80,"PROCREATIVE MANGMT NEC","V26.8","V268"
1026.90,"PROCREATIVE MANGMT NOS","V26.9","V269"
1027.00,"DELIVER-SINGLE LIVEBORN","V27.0","V270"
1027.10,"DELIVER-SINGLE STILLBORN","V27.1","V271"
1027.20,"DELIVER-TWINS, BOTH LIVE","V27.2","V272"
1027.30,"DEL-TWINS, 1 NB, 1 SB","V27.3","V273"
1027.40,"DELIVER-TWINS, BOTH SB","V27.4","V274"
1027.50,"DEL-MULT BIRTH, ALL LIVE","V27.5","V275"
1027.60,"DEL-MULT BRTH, SOME LIVE","V27.6","V276"
1027.70,"DEL-MULT BIRTH, ALL SB","V27.7","V277"
1027.90,"OUTCOME OF DELIVERY NOS","V27.9","V279"
1028.00,"SCREENING-CHROMOSOM ANOM","V28.0","V280"
1028.10,"SCREEN-ALPHAFETOPROTEIN","V28.1","V281"
1028.20,"SCREEN BY AMNIOCENT NEC","V28.2","V282"
1028.30,"SCREEN-FETAL MALFORM","V28.3","V283"
1028.40,"SCREEN-FETAL RETARDATION","V28.4","V284"
1028.50,"SCREEN-ISOIMMUNIZATION","V28.5","V285"
1028.80,"ANTENATAL SCREENING NEC","V28.8","V288"
1028.90,"ANTENATAL SCREENING NOS","V28.9","V289"
1029.00,"INFNT OBSERVAT-INFECTOUS","V29.0","V290"
1029.10,"INFNT OBSERVAT-NEUROLOGY","V29.1","V291"
1029.80,"INFNT OBSERVATN-COND NEC","V29.8","V298"
1029.90,"INFNT OBSERVATN-COND NOS","V29.9","V299"
1030.00,"SINGLE LB-IN HOSPITL NEC","V30.00","V3000"
1030.01,"SINGLE LB/BY C-SECTION","V30.01","V3001"
1030.10,"SINGL LIVEBRN-BEFORE ADM","V30.1","V301"
1030.20,"SINGLE LIVEBORN-NONHOSP","V30.2","V302"
1031.00,"TWIN, MATE LB-IN HOS NEC","V31.00","V3100"
1031.01,"TWIN, MATE LB/BY C-SECT","V31.01","V3101"
1031.10,"TWIN, MATE LB-BEFORE ADM","V31.1","V311"
1031.20,"TWIN, MATE LB-NONHOSP","V31.2","V312"
1032.00,"TWIN, MATE SB-IN HOS NEC","V32.00","V3200"
1032.01,"TWIN, MATE SB/BY C-SECT","V32.01","V3201"
1032.10,"TWIN, MATE SB-BEFORE ADM","V32.1","V321"
1032.20,"TWIN, MATE SB-NONHOSP","V32.2","V322"
1033.00,"TWIN NOS-IN HOSPITAL NEC","V33.00","V3300"
1033.01,"TWIN NOS/BY C-SECTION","V33.01","V3301"
1033.10,"TWIN NOS-BEFORE ADMISSN","V33.1","V331"
1033.20,"TWIN NOS-NONHOSP","V33.2","V332"
1034.00,"OTH MULT LB-IN HOSP NEC","V34.00","V3400"
1034.01,"OTH MULT LB/BY C-SECTION","V34.01","V3401"
1034.10,"OTH MULT LB-BEFORE ADM","V34.1","V341"
1034.20,"OTH MULTIPLE LB-NONHOSP","V34.2","V342"
1035.00,"OTH MULT SB-IN HOSP NEC","V35.00","V3500"
1035.01,"OTH MULT SB/BY C-SECTION","V35.01","V3501"
1035.10,"OTH MULT SB-BEFORE ADM","V35.1","V351"
1035.20,"OTH MULTIPLE SB-NONHOSP","V35.2","V352"
1036.00,"MULT LB/SB-IN HOSPTL NEC","V36.00","V3600"
1036.01,"MULT LB/SB-BY C-SECTION","V36.01","V3601"
1036.10,"MULT LB/SB-BEFORE ADM","V36.1","V361"
1036.20,"MULTIPLE LB/SB-NONHOSP","V36.2","V362"
1037.00,"MULT NB NOS-IN HOSP NEC","V37.00","V3700"
1037.01,"MULT NB NOS/BY C-SECTION","V37.01","V3701"
1037.10,"MULT BRTH NOS-BEFORE ADM","V37.1","V371"
1037.20,"MULT BIRTH NOS-NONHOSP","V37.2","V372"
1039.00,"LIVEBORN NOS-IN HOSP NEC","V39.00","V3900"
1039.01,"LIVEBORN NOS/BY C-SECT'N","V39.01","V3901"
1039.10,"LIVEBORN NOS-BEFORE ADM","V39.1","V391"
1039.20,"LIVEBORN NOS-NONHOSP","V39.2","V392"
1040.00,"PROBLEMS WITH LEARNING","V40.0","V400"
1040.10,"PROB WITH COMMUNICATION","V40.1","V401"
1040.20,"MENTAL PROBLEMS NEC","V40.2","V402"
1040.30,"BEHAVIORAL PROBLEMS NEC","V40.3","V403"
1040.90,"MENTAL/BEHAVIOR PROB NOS","V40.9","V409"
1041.00,"PROBLEMS WITH SIGHT","V41.0","V410"
1041.10,"EYE PROBLEMS NEC","V41.1","V411"
1041.20,"PROBLEMS WITH HEARING","V41.2","V412"
1041.30,"EAR PROBLEMS NEC","V41.3","V413"
1041.40,"VOICE PRODUCTION PROBLEM","V41.4","V414"
1041.50,"SMELL AND TASTE PROBLEM","V41.5","V415"
1041.60,"PROBLEM W SWALLOWING","V41.6","V416"
1041.70,"SEXUAL FUNCTION PROBLEM","V41.7","V417"
1041.80,"PROBL W SPECIAL FUNC NEC","V41.8","V418"
1041.90,"PROBL W SPECIAL FUNC NOS","V41.9","V419"
1042.00,"KIDNEY TRANSPLANT STATUS","V42.0","V420"
1042.10,"HEART TRANSPLANT STATUS","V42.1","V421"
1042.20,"HEART VALVE TRANSPLANT","V42.2","V422"
1042.30,"SKIN TRANSPLANT STATUS","V42.3","V423"
1042.40,"BONE TRANSPLANT STATUS","V42.4","V424"
1042.50,"CORNEA TRANSPLANT STATUS","V42.5","V425"
1042.60,"LUNG TRANSPLANT STATUS","V42.6","V426"
1042.70,"LIVER TRANSPLANT STATUS","V42.7","V427"
1042.80,"TRANSPLANT STATUS NEC","V42.8","V428"
1042.90,"TRANSPLANT STATUS NOS","V42.9","V429"
1043.00,"EYE REPLACEMENT NEC","V43.0","V430"
1043.10,"LENS REPLACEMENT NEC","V43.1","V431"
1043.20,"HEART REPLACEMENT NEC","V43.2","V432"
1043.30,"HEART VALVE REPLAC NEC","V43.3","V433"
1043.40,"BLOOD VESSEL REPLAC NEC","V43.4","V434"
1043.50,"BLADDER REPLACEMENT NEC","V43.5","V435"
1043.60,"JOINT REPLACEMENT NEC","V43.6","V436"
1043.70,"LIMB REPLACEMENT NEC","V43.7","V437"
1043.80,"ORGAN REPLACEMENT NEC","V43.8","V438"
1044.00,"TRACHEOSTOMY STATUS","V44.0","V440"
1044.10,"GASTROSTOMY STATUS","V44.1","V441"
1044.20,"ILEOSTOMY STATUS","V44.2","V442"
1044.30,"COLOSTOMY STATUS","V44.3","V443"
1044.40,"ENTEROSTOMY STATUS NEC","V44.4","V444"
1044.50,"CYSTOSTOMY STATUS","V44.5","V445"
1044.60,"URINOSTOMY STATUS NEC","V44.6","V446"
1044.70,"ARTIFICIAL VAGINA STATUS","V44.7","V447"
1044.80,"ARTIF OPEN STATUS NEC","V44.8","V448"
1044.90,"ARTIF OPEN STATUS NOS","V44.9","V449"
1045.00,"CARDIAC PACEMAKER STATUS","V45.0","V450"
1045.10,"RENAL DIALYSIS STATUS","V45.1","V451"
1045.20,"VENTRICULAR SHUNT STATUS","V45.2","V452"
1045.30,"INTESTINAL BYPASS STATUS","V45.3","V453"
1045.40,"ARTHRODESIS STATUS","V45.4","V454"
1045.50,"PRESENCE OF IUD","V45.5","V455"
1045.60,"POSTSURGICAL STATE, EYE","V45.6","V456"
1045.81,"AORTOCORONARY BYPASS","V45.81","V4581"
1045.89,"POSTSURGICAL STATES NEC","V45.89","V4589"
1046.00,"DEPENDENCE ON ASPIRATOR","V46.0","V460"
1046.10,"DEPENDENCE ON RESPIRATOR","V46.1","V461"
1046.80,"MACHINE DEPENDENCE NEC","V46.8","V468"
1046.90,"MACHINE DEPENDENCE NOS","V46.9","V469"
1047.00,"INTERN ORGAN DEFICIENCY","V47.0","V470"
1047.10,"MECH PROB W INTERNAL ORG","V47.1","V471"
1047.20,"CARDIORESPIRAT PROBL NEC","V47.2","V472"
1047.30,"DIGESTIVE PROBLEMS NEC","V47.3","V473"
1047.40,"URINARY PROBLEMS NEC","V47.4","V474"
1047.50,"GENITAL PROBLEMS NEC","V47.5","V475"
1047.90,"PROBL W INTERNAL ORG NOS","V47.9","V479"
1048.00,"DEFICIENCIES OF HEAD","V48.0","V480"
1048.10,"DEFICIENCIES NECK/TRUNK","V48.1","V481"
1048.20,"MECHANICAL PROB W HEAD","V48.2","V482"
1048.30,"MECH PROB W NECK & TRUNK","V48.3","V483"
1048.40,"SENSORY PROBLEM W HEAD","V48.4","V484"
1048.50,"SENSOR PROB W NECK/TRUNK","V48.5","V485"
1048.60,"DISFIGUREMENTS OF HEAD","V48.6","V486"
1048.70,"DISFIGUREMENT NECK/TRUNK","V48.7","V487"
1048.80,"PROB-HEAD/NECK/TRUNK NEC","V48.8","V488"
1048.90,"PROB-HEAD/NECK/TRUNK NOS","V48.9","V489"
1049.00,"DEFICIENCIES OF LIMBS","V49.0","V490"
1049.10,"MECHANICAL PROB W LIMBS","V49.1","V491"
